judul,isi,tanggal,kategori
Dua Pembacok yang Tewaskan Remaja dalam Aksi Tawuran di Palmerah Ditangkap,"JAKARTA, KOMPAS.com - Polisi menangkap SN (17) dan AL (16), remaja laki-laki pelaku pembacokan DH (19). Pembacokan itu terjadi dalam aksi tawuran di Jalan Semangka Raya, Jatipulo, Palmerah, Jakarta Barat, Kamis (5/9/2024) dini hari. ""Sudah kami tangkap dua orang,"" ucap Kapolres Metro Jakarta Barat Kombes M Syahduddi saat dihubungi, Selasa (10/9/2024). Kepada polisi, SN dan AL mengakui perbuatannya membacok DH menggunakan senjata tajam. Baca juga: Lima Pelaku Tawuran di Depan Rusun Karang Anyar Positif Narkoba, Polisi Sita Tembakau Sintetis Namun, Syahduddi belum menyampaikan kronologi lengkap terkait tewasnya DH. ""Dua orang ini sudah mengakui dia membacok, lengkapnya nanti akan kami update,"" tambah dia. Untuk diketahui, DH tewas dalam aksi tawuran antargeng akibat terkena sabetan di bagian leher. Usai kejadian, DH sempat dilarikan ke RSUD Tarakan, Jakarta Pusat. Namun, nyawanya tidak tertolong. ""Dia mengalami luka di leher akibat sabetan sajam,"" kata Panit Reskrim Polsek Palmerah Ipda Sabam. ","Kompas.com - 10/09/2024, 11:07 WIB",Megapolitan
"Pegawai Minimarket di Gambir Dibunuh, Pelaku Tepergok Saat Masih di Lokasi","JAKARTA, KOMPAS.com - Pegawai pria minimarket berinisial SY (21) tewas ditusuk oleh pria berinisial SZ (23), mantan karyawan minimarket tersebut, di gudang Jalan Pecenongan Raya, Kelurahan Kebon Kelapa, Gambir, Jakarta Pusat, Selasa (10/9/2024) dini hari. Pembunuhnya masih ada di lokasi ketika dipergoki seorang saksi. ""Benar bahwa tadi pagi subuh sekitar pukul 03.16 WIB, Polsek Metro Gambir mendapat laporan adanya kejadian di minimarket daerah Pecenongan. Ditemukan SY yang sudah tidak bernyawa,"" kata Kapolsek Gambir Kompol Jamalinus Nababan. Baca juga: Pemkot Tutup Permanen TPS Liar di Limo Setelah Belasan Tahun, Warga Siap Jadi Intel Sementara, SZ yang diduga adalah mantan karyawan di minimarket yang sama sudah diamankan oleh polisi. Barang bukti berupa pisau juga diamankan polisi dari lokasi kejadian. ""Kami juga mengamankan SZ. Saat kejadian, warga turut membantu mengamankan SZ di lokasi kejadian,"" kata Jamalinus. Dalam keterangan yang diterima Kompas.com, SY ditemukan dalam posisi tengkurap dengan luka tusuk di bagian jantung, punggung, dan kaki. SZ datang sekitar pukul 01.51 WIB dan masuk ke dalam toko. Seorang saksi kemudian mendengar teriakan keras korban sekitar pukul 02.45 WIB. Baca juga: Lara Sopir Taksi Online di Bekasi: Dibegal Penumpang di Tol Jatiasih, Mobil dan Ponsel Raib Dibawa Pelaku Saksi langsung mendatangi gudang dan melihat korban sudah tengkurap dengan banyak darah. Pelaku yang masih memegang pisau kemudian mengejar saksi yang berlari keluar dan meminta pertolongan. Jamalinus mengatakan bahwa saat ini timnya masih melakukan pengecekan terhadap korban di Rumah Sakit Cipto Mangunkusomo (RSCM). Polsek Gambir juga sudah memeriksa dua saksi sejauh ini dan kemungkinan masih terus bertambah. ""Kami sudah memeriksa dua saksi, mungkin masih akan berlanjut. Masih dilakukan juga pemeriksaan lebih lanjut di TKP. Semoga proses ini bisa kami laksanakan secepat mungkin,"" tutur Jamalinus. ","Kompas.com - 10/09/2024, 11:06 WIB",Megapolitan
"Dicecar soal 3.503 Kuota Haji Khusus, Kemenag Bantah Pengisian Kuota Sebelum 19 Februari 2024","JAKARTA, KOMPAS.com - Direktur Bina Umrah dan Haji Khusus Kementerian Agama (Kemenag) Jaja Jaelani membantah ada pengisian kuota haji khusus untuk calon jemaah tahun 2024 atau tanpa waktu tunggu yang disebut T nol sebelum pembukaan kuota pada 19-21 Februari 2024. Sebelumnya, Panitia Khusus (Pansus) Haji DPR RI menemukan ada 3.503 calon jemaah haji khusus T nol yang berangkat pada tahun 2024. Padahal, dalam daftar kuota nasional masih ada jemaah lain yang siap bayar atau sudah lunas dari daftar tahun-tahun sebelumnya yang justru tidak bisa berangkat. Kemudian, menurut data yang dimiliki pansus berdasarkan pemeriksaan sejumlah Penyelenggara Ibadah Haji Khusus (PIHK), ditemukan bahwa pengisian kuota haji khusus sudah dibuka pada 8 Februari 2024. Baca juga: Pansus Haji Curiga Ada Modus Sengaja Membatalkan Calon Jemaah Haji Khusus di 2024 “Ini yang perlu saya tanyakan kepada bapak, dalil bapak tadi bahwa perkara T nol yang 3.503 itu baru dimulai pada tahap kelima pada tanggal 19-21 Februari. Pada fakta keterangan saksi (PIHK) tanggal 8 (Februari) sudah ada yang mulai mengacu pada surat persetujuan dari bapak,” kata Ketua Pansus Haji Nusron Wahid dalam rapat di Kompleks MPR/DPR RI, Senin (9/9/2024) malam. “Kenapa yang ini disetujui sementara pada yang lain, ada yang ajuin pada tanggal yang sama ajuin 21 hanya disetujui 14. Ini kenapa beda-beda? Siapa yang punya kuasa ini loh yang menentukan angka segini oke? Kenapa treatment-nya beda-beda?” ujarnya lagi, dikutip dari YouTube TVR Parlemen.  Namun, Jaja membantah bahwa ada permintaan pengisian kuota haji khusus sebelum pembukaan tahap kelima pada 19-21 Februari 2024. “Iya enggak (ada tanggal 8 Februari). Iya data kami,” kata Jaja. “Mereka sudah sumpah loh?” ujar Nusron. ""Makanya kita buktikan saja nanti pak, saya minta untuk klarifikasi,” jawab Jaja. Baca juga: Pansus Haji Cecar Kemenag soal 3.503 Haji Khusus Tahun 2024 yang Berangkat Tanpa Waktu Tunggu Sebelumnya, Jaja berulang kali menegaskan bahwa pengajuan nama calon jemaah haji khusus berasal dari PIHK atau travel haji. Sedangkan, direktoratnya hanya memberitahu bahwa ada kuota yang bisa diisi oleh PIHK. Dalam rapat, Pansus Haji memang mencecar Jaja Jaelani perihal 3.503 jemaah haji tahun 2024 yang langsung berangkat. Padahal, lumrahnya ada masa tunggu sehingga seharusnya berangkat pada 2031. Jaja pun menjawab bahwa calon jemaah haji tersebut memang seharusnya berangkat pada tahun 2030-an. Namun, dia mengungkapkan, masih tersisa sekitar 4.000-an kuota haji khusus sehingga dimintakan kepada PIHK untuk mengisi kuota tersebut. “Di dalam pengisian kuota, saya sampaikan kepada PIHK kuota tambahan setelah diisi dari kuota 10.000. Yang nomor urut itu kan sebanyak 9.400 jadi masih ada 4.000,” kata Jaja. Baca juga: Ada Jemaah Haji Khusus Bayar Rp 1,1 Miliar, Pansus Haji: Ini Adil Enggak, di Mana Peran Kemenag? Terkait calon haji yang nol tahun atau langsung berangkat, menurut Jaja, PIHK menginformasikan bahwa banyak calon jemaah dalam antrean yang tidak siap. Oleh karenanya, calon jemaah haji khusus yang berangkat mengikuti sistem antrean pada PIHK. “Kami sudah sampaikan ke PIHK silakan diisi nomor berikutnya tapi nampaknya tidak semua jemaah yang nomor berikut itu tidak mengisi Pak. Enggak ada yang siap mereka bilang. Dari tidak kesiapan itu, mereka ikuti nomor antrean di PIHK,” ujarnya. Namun, hal tersebut menurut Pansus Haji janggal pasalnya sudah ada nomor antrean berdasarkan siskohat (Sistem Informasi dan Komputerisasi Haji Terpadu). Diketahui,kuota haji khusus untuk diberangkatkan tahun 2024 dibagi dua, yakni 16.305 kuota pokok dan 9.222 kuota tambahan. Baca juga: KPK Siap Kerja Sama dengan Pansus Haji Usut Dugaan Gratifikasi Pengisian Kuota Haji Khusus ","Kompas.com - 10/09/2024, 10:58 WIB",Nasional
"Ada Demo Kawal RUU PPRT di Depan Gedung DPR, 949 Personel TNI-Polri Dikerahkan","JAKARTA, KOMPAS.com - Sebanyak 949 personel gabungan TNI-Polri dikerahkan untuk mengawal aksi unjuk rasa mengawal Rancangan Undang-undang (RUU) Perlindungan Pekerja Rumah Tangga (UU PPRT) yang digelar koalisi masyarakat sipil di depan Gedung DPR RI, Jakarta Pusat, Selasa (10/9/2024). “Pengamanan sebanyak 949 personel dari tim gabungan TNI-Polri,” ujar Kapolres Metro Jakarta Pusat Kombes Polisi Susatyo Purnomo Condro saat dihubungi, Selasa. Merespons aksi ini, kata Susatyo, rekayasa lalu lintas akan diberlakukan secara situasional. Hingga sekitar pukul 10.00 WIB, jalan di sekitar DPR masih terpantau normal. Belum ada penutupan jalan atau pengalihan lalu lintas. Baca juga: Pimpinan DPR Ditagih Segera Selesaikan RUU PPRT Sebelum Lengser Sementara itu, Koalisi Masyarakat Sipil untuk UU PPRT menyerukan agar pemerintah segera mengesahkan rancangan UU tersebut. “Kawal sampai legal, sahkan UU PPRT September 2024 ini,” ujar Koalisi Masyarakat Sipil yang dikutip oleh Kompas.com dari undangan aksi. Dalam undangan itu disebutkan, aksi unjuk rasa mengawal pengesahan RUU PPRT akan dilakukan mulai hari ini hingga aturan itu disahkan oleh pemerintah. Diketahui, 20 tahun sudah RUU PPRT disodorkan, disusun, bahkan dijadikan RUU inisiatif DPR RI, namun tak kunjung juga disahkan. Mulai periode masa keanggotaan DPR 2004-2009 sampai periode 2019-2024, berbagai “status” pernah disandang oleh RUU ini. RUU PPRT pernah masuk dalam Program Legislasi Nasional lima tahunan (Prolegnas), tetapi tidak masuk dalam prioritas tahunan. Kemudian pernah masuk dalam daftar tunggu prioritas tahunan, pernah pula masuk prolegnas lima tahun, dan sekaligus prioritas tahunan. Periode masa keanggotaan DPR tahun 2019-2024 adalah periode paling “maju” dalam pembahasan RUU PPRT. Untuk pertama kalinya, RUU ini selesai dibahas di Badan Legislasi pada Juni 2020. Setelah mengendap tanpa kejelasan hampir tiga tahun, RUU ini kemudian dijadikan RUU Inisiatif DPR pada rapat paripurna tanggal 21 Maret 2023. Pascaditetapkan sebagai RUU Inisiatif, DPR juga segera mengirim draf RUU PPRT tersebut ke pemerintah untuk mendapatkan masukan berupa Daftar Inventaris Masalah (DIM). Pemerintah juga sigap dalam merespons RUU ini dengan mengirim DIM ke pimpinan DPR RI pada 15 Mei 2023. Namun setelah itu, tidak ada kabar kelanjutannya. Baca juga: PRT Rentan Jadi Disabilitas Baru, DPR Didesak Segera Sahkan RUU PPRT ","Kompas.com - 10/09/2024, 10:57 WIB",Megapolitan
"Soal Gerakan Coblos 3 Paslon pada Pilkada Jakarta, Anies: Ungkapan dan Rasa atas Kondisi yang Sekarang Terjadi","JAKARTA, KOMPAS.com - Mantan Gubernur DKI Jakarta Anies Baswedan buka suara terkait gerakan mencoblos tiga pasangan pada Pemilihan Kepala Daerah (Pilkada) Jakarta 2024. Anies menyampaikan, gerakan tersebut muncul karena kondisi yang terjadi pada saat ini. ""Ini semua adalah ungkapan, rasa, pikiran atas kondisi yang sekarang terjadi. Jadi kita hormati itu, kita hargai sebagai bagian dari kebebasan berekspresi,"" ungkap Anies menjawab pertanyaan wartawan usai menjadi narasumber diskusi yang digelar di Wisma Kagama, UGM, Yogyakarta, Senin (9/9/2024). Baca juga: Pengamat Nilai Gerakan Coblos 3 Calon pada Pilkada Jakarta Bakal Gerus Legitimasi Paslon Terpilih Menurut Anies, gerakan mencoblos tiga pasangan calon pada Pilkada Jakarta merupakan sesuatu yang tak bisa dihindari sepenuhnya. ""Sebenarnya semua adalah hak konstitusi. Jadi kita hormati, kita hargai setiap pilihan,"" ujarnya. Sebagai informasi, baru-baru ini muncul gerakan mencoblos tiga pasangan calon Pilkada Jakarta 2024. Gerakan tersebut muncul karena sejumlah orang menilai kandidat Pilkada Jakarta tidak mewakili aspirasi warga. Adapun Pilkada Jakarta 2024 bakal diikuti oleh tiga pasangan calon gubernur dan wakil gubernur. Pasangan Pramono Anung dan Rano Karno diusung PDI Perjuangan dan didukung Partai Hanura. Baca juga: Soal Gerakan Coblos 3 Paslon Pilkada Jakarta, Rano Karno: Rugi, Suaranya Terbuang Percuma Lalu, pasangan Ridwan Kamil-Suswono diusung dan didukung belasan partai politik yaitu Gerindra, PKS, Golkar, Demokrat, Nasdem, PSI, PKB, Gelora, Prima, PKN Perindo, PAN, PPP, dan Garuda. Ada pula pasangan Dharma Pongrekun-Kun Wardana yang maju Pilkada Jakarta 2024 melalui jalur independen. (Penulis: Wijaya Kusuma | Editor: Sari Hardiyanto) ","Kompas.com - 10/09/2024, 10:56 WIB",Megapolitan
"Obrolan Khusus, Lempar Salam, dan Rencana Pertemuan Prabowo-Megawati Jelang Pelantikan","JAKARTA, KOMPAS.com - Sekretaris Jenderal Partai Gerindra sekaligus Wakil Ketua MPR, Ahmad Muzani nampak berbincang hangat dengan Ketua Umum PDI Perjuangan, Megawati Soekarnoputri dan sejumlah elite PDI-P lainnya di Gedung MPR, Senin (9/9/2024). Kemarin, MPR menyerahkan surat resmi tentang tidak berlakunya Tap MPRS Nomor XXXIII/MPRS/1967 tentang Pencabutan Kekuasaan Negara dari Presiden Soekarno, kepada keluarga besar Soekarno. Dengan surat tersebut, tudingan bahwa Soekarno selama ini telah melakukan pengkhianatan terhadap negara dan mendukung pemberontakan Partai Komunis Indonesia (PKI), tidak terbukti. Tak hanya dengan Megawati, perbincangan akrab juga ditunjukkan Muzani dengan Sekretaris Jenderal PDI Perjuangan, Hasto Kristiyanto. Bahkan, sebelum Hasto bergegas meninggalkan Kompleks Parlemen, keduanya terlihat saling berbisik. Baca juga: Gerindra: Megawati-Prabowo Insya Allah Bertemu Sebelum Pelantikan Presiden Hasto sendiri enggan membeberkan isi obrolannya dengan Muzani. “Obrolan khusus,” singkat Hasto kepada awak media. Dijumpai usai penyerahan surat MPR, Muzani mengungkapkan bahwa Megawati menitipkan pesan dan salam hormat kepada Ketua Umum Partai Gerindra sekaligus presiden terpilih, Prabowo Subianto. Muzani sendiri enggan mengungkapkan apakah ada pembicaraan politik di antara keduanya. Termasuk membahas kemungkinan PDI-P bergabung ke dalam kabinet yang akan dipimpin Menteri Pertahanan mendatang. “Ibu Mega tadi menyampaikan salah hormat untuk Pak Prabowo, dan Pak Prabowo juga menyampaikan salam hormat untuk Ibu Mega,” kata Muzani sembari tersenyum. Baca juga: Sekjen Gerindra: Megawati Titip Salam Hormat untuk Prabowo Hanya saja, Muzani memastikan bahwa Prabowo berencana bertemu Megawati dalam waktu dekat. Bahkan, sebut dia, pertemuan itu akan berlangsung sebelum Prabowo dilantik sebagai presiden definitif pada 20 Oktober mendatang. “Insya Allah akan terjadi (pertemuan). Mudah-mudahan (sebelum pelantikan),” ujarnya. Bukan kali ini saja rencana pertemuan Prabowo dan Megawati bergulir. Bahkan sejak Pilpres 2024 lalu, wacana serupa juga telah mengemukan. Baik Gerindra dan PDI-P menegaskan bahwa hubungan Prabowo dan Megawati baik-baik saja, dan tidak ada keretakan dalam hubungan pribadi. “Yang saya tahu hubungan kedua beliau baik-baik saja, tidak ada masalah,” ujar Ketua DPP PDI-P Djarot Saiful Hidayat di Gedung DPR RI, Senayan, Jakarta, Jumat (16/8/2024). Baca juga: Silaturahmi Kebangsaan, Bamsoet Bertemu Megawati dan Keluarga Besar Bung Karno ","Kompas.com - 10/09/2024, 10:55 WIB",Nasional
"Hari Ini, DPR RI Akan Sahkan Iffa Rosita Jadi Komisioner KPU RI","JAKARTA, KOMPAS.com - Dewan Perwakilam Rakyat (DPR) RI akan mengesahkan Iffa Rosita secara resmi sebagai Komisioner KPU RI. Iffa akan mengisi pos yang ditinggalkan eks Ketua KPU Hasyim Asy'ari yang belum lama ini dipecat. Pengesahan itu akan dilakukan dalam Rapat Paripurna DPR RI, Jakarta, Selasa (10/9/2024) hari ini.  ""Iya iya (pergantian antar waktu). Jadi ini saya hadir ke paripurna untuk membacakan hasil keputusan kami di Komisi II terkait dengan pergantian antar waktu saudara Hasyim Asy'ari ya,"" kata Ketua Komisi II DPR RI Ahmad Doli Kurnia saat ditemui di Kompleks Parlemen, Jakarta, Selasa (10/9/2024).  Baca juga: Anggota KPU Kaltim Iffa Rosita Disebut Bakal Gantikan Hasyim Asyari   Doli menjelaskan Komisi II DPR RI sudah memproses Iffa sebelum mengesahkannya dalam Rapat Paripurna hari ini.  Sebab, Iffa diketahui juga menjabat sebagai Komisioner KPU Kalimantan Timur.  ""Waktu itu ditegaskan saudara Iffa bersedia terus kami sudah putuskan kami sampaikan ke pimpinan DPR. Nah hari ini diagendakan untuk dibacakan dan menjadi keputusan paripurna, keputusan DPR,"" ucap dia.  Setelah disahkan dalam rapat paripuna, DPR akan menyampaikannya ke Presiden RI Joko Widodo agar Iffa segera dilantik.  Baca juga: Jokowi Teken Keppres Pemecatan Ketua KPU Hasyim Asyari  Diketahui, Iffa merupakan anggota KPU Kalimantan Timur yang mengepalai Divisi Data dan Informasi sejak 2019.   Iffa dikenal aktif di dalam organisasi Muhammadiyah sejak berkuliah di Universitas Mulawarman maupun di luar kampus.   Perempuan kelahiran 30 April 1979 di Samarinda itu pernah menjabat sebagai pengurus daerah Aisyiyah Kota Bontang serta menjadi dosen di STIR Muhammadiyah Samarinda. ","Kompas.com - 10/09/2024, 10:47 WIB",Nasional
Polemik Seleksi Calon Hakim Agung di MA,"PROSES seleksi Calon Hakim Agung dan Calon Hakim Ad Hoc Hak Asasi Manusia (HAM) di Mahkamah Agung (MA) selalu menjadi perhatian utama, terutama dalam memastikan bahwa para calon yang terpilih memenuhi kualifikasi yang diharapkan dan mampu menjalankan tugasnya dengan baik. Pada September 2024, terjadi polemik yang cukup memanas antara Komisi Yudisial (KY) dan Dewan Perwakilan Rakyat (DPR) terkait seleksi ini. Polemik tersebut dipicu oleh Komisi III DPR tidak memberikan persetujuan terhadap calon yang diusulkan oleh KY dengan alasan ada 2 (dua) calon hakim agung tidak memenuhi syarat administrasi yang ditetapkan. KY, melalui klarifikasi tertulis yang disampaikan oleh Ketua KY, Amzulian Rifai, pada 4 September 2024, merasa perlu meluruskan kesalahpahaman yang berkembang di tengah masyarakat. (komisiyudisial.go.id) Proses seleksi Calon Hakim Agung dan Calon Hakim Ad Hoc HAM merupakan bagian dari upaya untuk memastikan bahwa Mahkamah Agung, sebagai lembaga tertinggi di ranah peradilan, dipimpin oleh hakim-hakim yang kompeten dan berintegritas tinggi. Komisi Yudisial, sebagai lembaga yang diberikan mandat oleh Undang-Undang untuk melakukan seleksi, memiliki tanggung jawab besar dalam menjalankan proses tersebut secara transparan dan sesuai aturan yang berlaku. Seleksi calon hakim agung dan hakim ad hoc HAM kali ini mendapatkan perhatian khusus karena adanya kebutuhan mendesak di Mahkamah Agung, terutama di kamar Tata Usaha Negara khusus pajak, yang menghadapi beban perkara sangat tinggi. Menurut data yang disampaikan oleh KY, sebanyak 88,65 persen dari total perkara di MA pada tahun 2023 berasal dari kamar Tata Usaha Negara khusus pajak. Kondisi ini menimbulkan urgensi untuk segera mengisi posisi hakim agung di kamar tersebut. Dalam proses seleksi kali ini, KY mengajukan beberapa calon untuk mengisi posisi hakim agung dan hakim ad hoc HAM di Mahkamah Agung. Namun, Komisi III DPR menolak beberapa calon dengan alasan tidak memenuhi syarat administrasi yang diatur dalam undang-undang. Salah satu syarat yang dipersoalkan adalah pengalaman menjadi hakim selama 20 tahun bagi calon hakim agung di kamar Tata Usaha Negara khusus pajak. DPR menilai bahwa dua calon yang diusulkan oleh KY tidak memenuhi syarat ini, sehingga tidak layak untuk diajukan sebagai calon hakim agung. Menanggapi hal ini, KY merasa bahwa penilaian DPR tersebut tidak sepenuhnya tepat. KY menyatakan bahwa proses seleksi yang mereka lakukan telah memenuhi persyaratan yang ditetapkan oleh peraturan perundang-undangan serta putusan Mahkamah Konstitusi (MK) terkait. Salah satu isu yang paling kontroversial dalam polemik ini adalah penggunaan diskresi oleh KY dalam menentukan calon hakim agung. Diskresi ini digunakan oleh KY karena tidak ada hakim di Pengadilan Pajak yang memenuhi syarat 20 tahun pengalaman menjadi hakim, sementara kebutuhan Mahkamah Agung untuk segera mengisi posisi tersebut sangat mendesak. ","Kompas.com - 10/09/2024, 10:47 WIB",Nasional
"DPR Gelar Rapat Paripurna, 88 Anggota Hadir, 203 Izin","JAKARTA, KOMPAS.com - Dewan Perwakilan Rakyat (DPR) RI menggelar rapat paripurna untuk mengambil sejumlah keputusan, di antaranya menetapkan pergantian antar waktu (PAW) Komisi Pemilihan Umum (KPU) RI pada Selasa (10/9/2024).  Dalam rapat paripurna ini, sebanyak 88 anggota hadir dan 203 lainnya izin, dan sisanya absen.  ""Menurut catatan dari Sekretariat Jenderal DPR RI daftar hadir Rapat Paripurna DPR RI hari ini telah ditandatangani oleh 88 orang anggota, izin 203 sehingga total yang hadir 291 orang anggota dari 570 anggota DPR,"" kata Ketua DPR RI, Puan Maharani saat memimpin rapat di Gedung MPR/DPR, Jakarta, Selasa (10/9/2024).  Baca juga: Prabowo Bebas Tambah atau Kurangi Kementerian, Kata DPR demi Fleksibilitas  Puan mengatakan rapat paripurna ini sudah kuorum dan dihadiri oleh seleuruh fraksi yang ada di DPR RI.  ""Dengan mengucap bismillah perkenankan kami selaku pimpinan dewan membuka rapar paripurna ke VI masa persidangan I tahun sidang 2024-2025,"" kata Puan.  Adapun rapat paripuna hari ini akan membahas sejumlah hal, termasuk menetapkan penggangi Eks Ketua KPU Hasyim Asy'ari.  Selain itu, rapat juga akan membacakan laporan Komisi III DPR RI terhadap Hasil Uji Kelayakan (fit and proper test) Calon Hakim Agung dan Hakim Ad Hoc HAM pada Mahkamah Agung Tahun 2024 yang dilanjutkan dengan pengambilan keputusan.  Baca juga: Kala Basuki Pamit ke Komisi V DPR, Suara Bergetar hingga Terisak  Selanjutnya, pembacaan laporan Komisi XI DPR RI atas Hasil Uji Kelayakan (fit and proper test) terhadap Calon Anggota BPK RI Periode 2024-2029 yang dilanjutkan dengan pengambilan keputusan.  DPR juga akan menetapjan keanggotaan panitia khusus (pansus) RUU tentang Pengelolaan Ruang Udara, dilanjutkan dengan pengambilan keputusan. ","Kompas.com - 10/09/2024, 10:42 WIB",Nasional
Berebut Suara Pendukung Anies Baswedan pada Pilkada Jakarta...,"JAKARTA, KOMPAS.com - Suara pendukung mantan Gubernur Jakarta periode 2017-2023 Anies Baswedan diperebutkan oleh para bakal calon gubernur dan wakil gubernur yang berlaga pada Pilkada Jakarta 2024. Bakal pasangan cagub-cawagub yang diusung PDI Perjuangan, Pramono Anung-Rano Karno, kerap kali menyinggung nama Anies. Begitu pula dengan bakal pasangan cagub-cawagub yang diusung Koalisi Indonesia Maju (KIM) Plus, Ridwan Kamil-Suswono; maupun bakal pasangan calon independen Dharma Pongrekun-Kun Wardana. Belum lama ini, bakal calon wakil gubernur Suswono berjanji akan melanjutkan gagasan Anies yang dinilai positif untuk masyarakat jika ia dan Ridwan Kamil memenangi Pilkada Jakarta. ""Enggak perlu khawatir yang cinta Pak Anies, karena gagasan-gagasan bagus Pak Anies akan kami teruskan bahkan kami tingkatkan,"" ucap Suswono kepada wartawan, Senin (9/9/2024). Suswono menuturkan, ia dan Ridwan Kamil bakal mengunjungi para gubernur Jakarta sebelumnya, tak terkecuali Anies. Baca juga: JK Imbau Pendukung Anies Tidak Golput pada Pilkada Jakarta 2024 Ia ingin meminta masukan, nasihat, serta pembelajaran dari mereka yang pernah memimpin Jakarta. ""Intinya kami sebagai bakal calon pastinya belajar dan meminta nasihat dari gubernur pendahulu,"" jelas dia. Hal yang sama juga disampaikan juru bicara Ridwan Kamil-Suswono, Mulya Amri. Dia menegaskan, RK-Suswono akan melanjutkan sejumlah program yang dirintis oleh Anies. ""Untuk pendukung Pak Anies yang menyukai ide dan gagasan Pak Anies sebetulnya tak perlu khawatir, bahwa ide beliau (Anies) akan diteruskan oleh Pak RK-Suswono,” ujar Muli, sapaan akrab Mulya, dalam keterangan resminya di Jakarta, Senin (9/9/2024). Kata Muli, RK-Suswono berkomitmen melanjutkan gagasan Anies yang fokus pada pendekatan kolaboratif dan partisipatif kepada masyarakat, serta memperkuat demokrasi di ruang-ruang publik. Dia menyebut, pendukung Anies umumnya menyukai gagasan-gagasan baru, terutama setelah Anies mengusung konsep perubahan pada Pemilu Presiden (Pilpres) 2024.   ""Sebetulnya gagasan soal kolaborasi, pemberdayaan masyarakat demokrasi, itu merupakan ide yang banyak diangkat oleh Pak Anies akan dilanjutkan secara serius oleh Pak Ridwan Kamil. Memang perlu waktu ya,"" jelas Muli. Tidak hanya program Anies, kata Muli, gagasan dari pemimpin Jakarta sebelumnya seperti Fauzi Bowo, Basuki Tjahaja Purnama alias Ahok, dan Joko Widodo, layak untuk dilanjutkan, terutama di sektor pembangunan. ","Kompas.com - 10/09/2024, 10:38 WIB",Megapolitan
"Tak Sepenuhnya Berkantor di IKN hingga Purnatugas, Jokowi: Saya Muter ke Semua Daerah","JAKARTA, KOMPAS.com - Presiden Joko Widodo mengungkapkan, dia tidak sepenuhnya berkantor di Ibu Kota Nusantara (IKN), Kalimantan Timur, selama 40 hari.   Dia mengaku akan berkeliling melakukan kunjungan kerja ke sejumlah daerah.   ""Ndak (40 hari), saya muter. Saya muter ke semua daerah. Ndak, ndak, ndak. Saya muter ke daerah, hanya mungkin berangkatnya dari IKN, gitu,"" kata Jokowi dalam keterangannya usai meninjau Pasar Tradisional Delimas Lubuk Pakam, Deli Serdang, Sumatera Utara, dikutip dari tayangan YouTube Sekretariat Presiden, Selasa (10/9/2024). Baca juga: Jokowi Pindah Kantor ke IKN, Apa Alasan dan Agenda Utama sampai Akhir Masa Tugasnya?  Kepala Negara menyatakan akan memanfaatkan bandara VVIP yang baru dibangun untuk berangkat ke daerah lain dari IKN, jika bandara tersebut sudah jadi.  Ia menyatakan, pihaknya akan melihat terlebih dahulu kondisi bandara sebelum dipakai.   ""Ya nanti kita melihat kondisinya. Kalau bandara baru siap untuk bisa terbang, ya dari bandara baru. Kalau ndak, ya dari Balikpapan,"" tuturnya.   Lebih lanjut, mantan Wali Kota Solo ini menyebut ada sejumlah yang akan dilakukan saat berkantor di IKN.  Agenda tersebut tidak jauh seperti kegiatannya di Istana Kepresidenan Jakarta.   Bedanya, akan ada peletakan batu pertama (groundbreaking) tanda dimulainya pembangunan sejumlah sarana prasarana di IKN.   ""Ya rapat-rapat dengan menteri, menerima tamu-tamu seperti biasanya dan juga groundbreaking beberapa investor yang masuk,"" jelas Jokowi.   Baca juga: Jelang Jokowi Ngantor di IKN, Istana Garuda Siap Difungsikan Kembali  Sebelumnya diberitakan, Presiden Jokowi akan berkantor di IKN hingga 19 Oktober 2024 atau selama 40 hari.   Deputi Protokol, Pers, dan Media Sekretariat Presiden Yusuf Permana menyampaikan, Istana Negara dan Istana Garuda di IKN sudah siap ditempati Presiden Jokowi hingga purnatugas.   ""Bapak Presiden dapat berkantor di Istana IKN, sebagaimana beliau berkantor seperti biasa di Istana Merdeka Jakarta,"" kata Yusuf kepada Kompas.com, Senin (9/9/2024).   Nantinya, agenda yang dikerjakan Kepala Negara di IKN bervariasi, mulai dari audiensi hingga sidang kabinet.   Agenda tersebut, kata Yusuf, tidak berbeda jauh dari kegiatan yang dilakukan Presiden Jokowi di Istana Kepresidenan Jakarta.  ""Kegiatan audiensi, rapat terbatas, sidang kabinet paripurna, pengarahan, dan lain-lain adalah kegiatan yang sering beliau lakukan di Istana,"" tuturnya.  ","Kompas.com - 10/09/2024, 10:35 WIB",Nasional
